Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
114	-2.2375	0.9692405	0.0	-5.0	50.0	-0.10120473	0.2476103	0.46305266	-5.178798	1380000	-6.0535967e-09	0.13331819	-0.0072751394	-0.0018271431	0.24501278	0.006923328	0.06616667	79.0	1943.9597430229187
115	-2.1291666	1.038821	0.0	-5.0	50.0	-0.07338289	0.22019745	0.37908182	-4.5137296	1392000	5.401671e-08	0.12766556	-0.005568378	-0.0016514957	0.23791406	0.005473014	0.054333333	79.0	1963.0592975616455
116	-2.1	1.0793515	0.0	-5.0	50.0	-0.087622575	0.21027832	0.37017143	-5.4542203	1404000	3.0267984e-08	0.13216925	-0.0036758024	-0.00055219233	0.23111105	0.010793599	0.14116666	79.0	1982.3073122501373
117	-2.0625	0.9575631	0.0	-6.0	50.0	-0.082936004	0.20223178	0.58525157	-5.0735607	1416000	4.8908987e-08	0.12751636	0.02964286	-0.0014252216	0.21816105	0.08794743	0.63608336	5.0	1997.3773910999298
118	-2.1541667	1.0150858	0.0	-5.0	50.0	-0.105062895	0.21724126	0.21426496	-3.9001932	1428000	9.313226e-09	0.11481239	0.051796913	-0.0011748336	0.21781604	0.15588817	0.72125	1.0	2012.5911836624146
119	-2.5083334	1.3539808	0.0	-10.0	50.0	-0.09952838	0.20384775	0.24849871	-3.5190547	1440000	1.6763806e-08	0.46842575	0.032046013	-0.029949248	0.21772505	0.11445832	0.6359167	10.0	2028.179529428482
120	-2.0666666	0.95945585	0.0	-4.0	50.0	-0.17636405	0.29228923	0.3960638	-4.3820224	1452000	4.656613e-10	0.12600687	0.06652625	-0.022838723	0.21633238	0.18517298	0.74008334	1.0	2043.469037771225
121	-1.9375	1.0125514	0.0	-4.0	50.0	-0.05418935	0.2001813	0.2667601	-4.577431	1464000	1.5599653e-08	0.09959926	0.052933075	-0.001330968	0.21619314	0.19628552	0.75708336	1.0	2058.780972480774
122	-2.1541667	1.2604493	0.0	-7.0	50.0	-0.037667952	0.21767552	0.37157986	-4.010454	1476000	-1.8626451e-08	0.2605089	0.040085748	-0.027564988	0.21606712	0.10354048	0.64975	1.0	2074.087612390518
123	-2.2375	1.105785	0.0	-6.0	50.0	-0.14397748	0.25706086	0.47999042	-5.5012608	1488000	-2.3283064e-08	0.22383134	0.049768936	-0.0042796955	0.21587817	0.118084505	0.69275	1.0	2089.2621586322784
124	-2.0541666	1.0768315	0.0	-8.0	50.0	-0.18873127	0.21918997	0.052554265	-3.7036974	1500000	-2.0489097e-08	0.17974922	0.03680351	-0.013342883	0.2156733	0.12579122	0.67725	1.0	2103.7156195640564
125	-2.1458333	1.0325854	0.0	-7.0	50.0	-0.11696519	0.19920073	0.15236968	-3.895586	1512000	1.9092113e-08	0.18009228	0.03438323	-0.0021056905	0.21544844	0.08715929	0.6246667	1.0	2118.1880769729614
126	-2.4416666	1.2199442	0.0	-8.0	50.0	-0.12137136	0.20413147	0.20429716	-3.3676553	1524000	-2.9802322e-08	0.3162661	0.074642465	-0.0065281764	0.21521431	0.1635552	0.72075	2.0	2132.816558599472
127	-2.6833334	1.6175256	0.0	-13.0	50.0	-0.15193072	0.2761433	0.3343787	-4.487743	1536000	0.0	0.76041067	0.10055841	-0.056972712	0.21455497	0.17676681	0.73475003	1.0	2147.843502998352
128	-3.7791667	2.5700972	0.0	-17.0	50.0	-0.2948528	0.29725382	0.1508354	-4.3693576	1548000	0.0	2.6480212	0.033458877	-0.40035737	0.21418495	0.076048024	0.59916663	1.0	2162.0240449905396
129	-2.4625	1.353487	0.0	-9.0	50.0	-0.83471584	0.3772226	-0.43254665	-6.0092473	1560000	-2.0489097e-08	0.7661275	0.08880773	-0.3615511	0.21374239	0.24568164	0.78550005	1.0	2175.991972923279
130	-2.125	0.9315086	0.0	-4.0	50.0	-0.25454852	0.3158751	0.07202199	-3.6212163	1572000	2.4214387e-08	0.1963866	0.076772265	-0.084363356	0.21327025	0.24803482	0.7813333	1.0	2190.3919303417206
131	-2.1166666	0.9502924	0.0	-4.0	50.0	-0.09387884	0.23817234	0.17791839	-3.6838741	1584000	7.450581e-09	0.10864939	0.04572653	-0.0039942637	0.21281941	0.1233173	0.67825	1.0	2204.914546728134
132	-1.9958333	0.9595915	0.0	-4.0	50.0	-0.078508526	0.18570179	0.16598542	-3.2646332	1596000	-2.3283064e-08	0.09943313	0.0038020378	-0.00056714565	0.21237239	0.021216433	0.31875002	79.0	2223.2555685043335
133	-1.9458333	0.9667295	0.0	-4.0	50.0	-0.07023099	0.19682565	0.21644287	-3.6508987	1608000	3.259629e-08	0.09713487	0.022313872	-0.00066484883	0.20854755	0.08710274	0.6325	1.0	2237.8799154758453
134	-2.0208333	0.9550215	0.0	-4.0	50.0	-0.06407362	0.20958592	0.2083427	-4.7248144	1620000	-1.3562385e-08	0.10267791	0.02619373	-0.0011626743	0.2084919	0.078763284	0.61574996	1.0	2251.982199192047
135	-2.075	0.96317625	0.0	-4.0	50.0	-0.06388622	0.20534381	0.21414	-3.237489	1632000	-4.5401976e-08	0.10983796	0.029377686	-0.0012962334	0.20842248	0.09857595	0.65341663	1.0	2266.361444711685
136	-1.9416667	1.0511568	0.0	-6.0	50.0	-0.0846255	0.20764405	0.18055215	-4.707924	1644000	1.9557774e-08	0.115004666	0.022139592	-0.00094662607	0.20832023	0.075015604	0.5973333	1.0	2280.380224943161
137	-2.1666667	1.1678566	0.0	-9.0	50.0	-0.08802166	0.20219858	0.14053987	-3.5161679	1656000	-3.7252903e-09	0.23798579	0.032263234	-0.0056262314	0.20822273	0.09031775	0.63483334	1.0	2294.429352760315
138	-2.025	1.0203145	0.0	-5.0	50.0	-0.1495811	0.19872914	0.09089267	-3.314938	1668000	1.0244548e-08	0.11915855	-0.0035079485	-0.0045540966	0.20807052	0.009307807	0.12691666	79.0	2312.619885444641
139	-2.0708334	0.9742429	0.0	-5.0	50.0	-0.086350046	0.18466069	0.16717675	-3.8245625	1680000	2.514571e-08	0.11640895	0.026743706	-0.00061811134	0.19526713	0.09542467	0.64208335	22.0	2327.723389863968
140	-2.0	0.8990736	0.0	-4.0	50.0	-0.08713726	0.19368814	0.1232958	-3.4637837	1692000	1.9790605e-08	0.08910371	0.04056762	-0.00087329745	0.19400598	0.16058922	0.72675	1.0	2342.184240579605
141	-1.9958333	0.92420197	0.0	-4.0	50.0	-0.085065216	0.19249038	0.16161543	-3.13893	1704000	-5.5879354e-08	0.09386731	0.03849192	-0.0013202354	0.19398786	0.14922579	0.71433336	1.0	2356.4200603961945
142	-1.95	0.98615414	0.0	-4.0	50.0	-0.08046779	0.18857364	0.15360837	-3.4419699	1716000	-5.6810677e-08	0.11723299	0.025535751	-0.0005249828	0.19395477	0.09126516	0.6325833	2.0	2370.867001056671
143	-1.9791666	0.93740743	0.0	-4.0	50.0	-0.07804107	0.17203175	0.20028043	-3.2784796	1728000	-5.820766e-09	0.09580916	0.059260726	-0.0008241311	0.19380936	0.24760246	0.7851667	1.0	2385.032098531723
144	-1.9125	0.96428406	0.0	-4.0	50.0	-0.05121234	0.22448488	0.2019349	-3.7768528	1740000	-1.071021e-08	0.083622664	0.05271435	-0.0008463077	0.19371577	0.20130423	0.76608336	1.0	2399.83940410614
145	-2.1458333	1.121561	0.0	-6.0	50.0	-0.049928375	0.18908805	0.20239495	-3.3763175	1752000	-1.3969839e-08	0.19168529	0.053434655	-0.006567426	0.19359453	0.18241495	0.7435	2.0	2415.0319635868073
146	-1.8375	0.91892713	0.0	-4.0	50.0	-0.14046931	0.19900459	0.12704298	-3.8594398	1764000	-9.778887e-09	0.07871316	0.08878046	-0.0073418394	0.19332795	0.52882797	0.86125004	1.0	2429.504719734192
147	-2.0208333	0.9239766	0.0	-4.0	50.0	-0.09264204	0.20338577	0.12754041	-3.8116262	1776000	-1.4901161e-08	0.10582058	0.10838635	-0.001306776	0.19321683	0.30437452	0.8104167	1.0	2442.9572355747223
148	-2.7208333	1.544204	0.0	-10.0	50.0	-0.100315645	0.18858539	0.12748915	-3.4111948	1788000	5.5879354e-09	0.8524112	0.078145064	-0.16426729	0.19306684	0.21015349	0.76316667	1.0	2456.348297595978
149	-2.2625	1.1734253	0.0	-7.0	50.0	-0.2880956	0.37965164	0.25029916	-3.7124405	1800000	-7.450581e-09	0.33788309	0.11138199	-0.03606499	0.19286034	0.3837362	0.83058333	1.0	2469.424762248993
150	-2.1666667	1.0233388	0.0	-6.0	50.0	-0.14384869	0.24716969	0.22601178	-3.4475307	1812000	-3.9115548e-08	0.15341306	0.09945008	-0.013367306	0.19262613	0.3249488	0.8169167	1.0	2482.470097064972
151	-2.3916667	1.37717	0.0	-8.0	50.0	-0.0722319	0.22016421	0.20748436	-4.427704	1824000	-2.0023435e-08	0.45519435	0.087985784	-0.099209994	0.19240336	0.20040682	0.7588333	1.0	2495.7921080589294
152	-2.7125	1.9823834	0.0	-18.0	50.0	-0.27519247	0.4092157	0.07234408	-6.7864537	1836000	1.1175871e-08	0.95386374	0.06787546	-0.11601898	0.19215226	0.19070713	0.75541663	1.0	2508.990779876709
153	-2.0041666	0.9682368	0.0	-6.0	50.0	-0.35989603	0.5323644	0.046966985	-7.206427	1848000	-2.0489097e-08	0.37058574	0.07008089	-0.24716155	0.19189636	0.15280996	0.72125	1.0	2522.0934545993805
154	-1.9375	0.9444189	0.0	-4.0	50.0	-0.09654211	0.20640567	0.16350782	-3.6276174	1860000	-9.313226e-10	0.104112685	0.036445215	-0.004243456	0.19166641	0.14787942	0.70883334	1.0	2535.2871675491333
155	-1.9958333	0.8732025	0.0	-4.0	50.0	-0.08817247	0.1849139	0.18971409	-3.275395	1872000	-2.7939677e-09	0.09507005	0.031816114	-0.0011649877	0.19144884	0.117329255	0.6745833	1.0	2548.6577270030975
156	-1.9125	0.95123273	0.0	-4.0	50.0	-0.074071035	0.15029971	0.45139945	-3.224983	1884000	-5.8673322e-08	0.10568839	0.027857073	-0.0014796443	0.19124715	0.08466162	0.63041663	2.0	2562.023684978485
157	-1.9916667	0.9082569	0.0	-4.0	50.0	-0.06809731	0.20655257	0.22047463	-3.4820015	1896000	-2.4912879e-08	0.0928427	0.065416254	-0.0004290864	0.19084212	0.2596652	0.792	1.0	2575.196890115738
158	-2.0416667	0.99075586	0.0	-5.0	50.0	-0.053327464	0.19263178	0.2384997	-3.3712	1908000	-2.4214387e-08	0.13779369	0.066307604	-0.0032527	0.19067204	0.19424981	0.7550833	1.0	2587.983287334442
159	-2.4916666	1.535664	0.0	-9.0	50.0	-0.08455656	0.19137555	0.19018824	-3.3820515	1920000	1.8626451e-08	0.5866333	0.046258762	-0.05207339	0.19048141	0.09212169	0.63675	1.0	2601.166694879532
160	-2.1208334	1.1681465	0.0	-5.0	50.0	-0.28443065	0.21871665	0.07234429	-3.3163552	1932000	-4.656613e-10	0.24229193	0.080612294	-0.024849758	0.19025432	0.24287573	0.78066665	1.0	2614.103705883026
161	-2.075	1.0697547	0.0	-8.0	50.0	-0.1867076	0.21617751	0.060931668	-3.5188198	1944000	1.9557774e-08	0.16157356	0.07073952	-0.010703869	0.18999432	0.260428	0.7913333	1.0	2627.161830186844
162	-1.9708333	0.88693255	0.0	-5.0	50.0	-0.116529234	0.21213207	0.15166742	-3.2700672	1956000	-2.4214387e-08	0.08224678	0.06015669	-0.0028671958	0.18974319	0.26391375	0.798	1.0	2640.464907169342
163	-1.9708333	0.93718517	0.0	-4.0	50.0	-0.09372093	0.18456483	0.19756731	-3.2422457	1968000	-2.4796464e-08	0.095578074	0.06075131	-0.0018057972	0.18950476	0.22807965	0.7813333	1.0	2653.5667152404785
164	-2.2125	1.0648993	0.0	-5.0	50.0	-0.098419294	0.19348113	0.17330486	-3.0568666	1980000	-2.8405339e-08	0.16591036	0.09842777	-0.0031539947	0.18927698	0.36378425	0.82858336	2.0	2666.8207845687866
165	-1.8916667	0.9856963	0.0	-4.0	50.0	-0.090753004	0.24558668	0.2144068	-3.8057144	1992000	2.7939677e-09	0.087594286	0.10987358	-0.0016912222	0.18881173	0.7350384	0.8815	1.0	2680.2072434425354
166	-2.4041667	1.2645748	0.0	-6.0	50.0	-0.034474425	0.22304319	0.25353205	-2.9708834	2004000	-9.313226e-10	0.33828995	0.15958226	-0.041246444	0.18858954	0.3543594	0.82233334	1.0	2693.1688854694366
167	-4.3333335	2.701337	0.0	-16.0	50.0	-0.20990922	0.22232452	0.13999166	-3.6142752	2016000	2.2351742e-08	3.4489439	0.12144534	-0.9640813	0.18827724	0.3492885	0.8204167	1.0	2706.024623632431
168	-2.1708333	1.0645732	0.0	-7.0	50.0	-1.1687495	0.47379586	-0.67376804	-5.2320724	2028000	8.4750354e-08	1.416131	0.13092853	-1.1534963	0.18788987	0.30842614	0.8039167	1.0	2719.245923280716
169	-1.9458333	0.936073	0.0	-4.0	50.0	-0.16370192	0.07748748	-0.043649733	-0.7384818	2040000	2.3166649e-08	0.14571083	0.06470417	-0.014821224	0.18752182	0.2051053	0.7605	1.0	2732.3569374084473
170	-1.9875	0.98522943	0.0	-6.0	50.0	-0.07386646	0.007960789	0.0048348755	-0.099992946	2052000	-2.9802322e-08	0.15872931	0.07400506	-0.0014946833	0.18720324	0.24582303	0.78900003	1.0	2745.7393593788147
171	-2.05	0.94736475	0.0	-4.0	50.0	-0.087313905	0.032208093	0.026077107	-0.41834193	2064000	3.1199306e-08	0.15017134	0.043832876	-0.002392672	0.18686964	0.096596375	0.64874995	1.0	2758.859560728073
172	-2.1666667	0.99023	0.0	-5.0	50.0	-0.079780295	0.008322596	0.012910083	-0.087677106	2076000	-5.5879354e-08	0.20101276	0.12867045	-0.0040095523	0.18654291	0.44525975	0.84658337	2.0	2772.0391013622284
173	-2.5041666	1.2780125	0.0	-8.0	50.0	-0.12361314	0.05237142	0.3673478	-0.15720806	2088000	-2.6077032e-08	0.53084683	0.1194813	-0.036795884	0.18580382	0.24374959	0.78491664	1.0	2784.9380671977997
174	-2.475	1.402156	0.0	-9.0	50.0	-0.30695853	0.015235631	-0.089407906	-0.31702018	2100000	-5.030597e-08	0.56499326	0.1238378	-0.0027802885	0.185392	0.29903564	0.80525	1.0	2797.9443385601044
175	-2.1291666	1.0185689	0.0	-5.0	50.0	-0.3525718	0.016266193	-0.10606836	-0.36451828	2112000	1.1641532e-08	0.2580388	0.10903214	-0.048676096	0.18493608	0.41685563	0.83975005	1.0	2810.9090077877045
176	-1.8458333	1.006843	0.0	-5.0	50.0	-0.13431783	0.021530688	0.12799971	-0.22717728	2124000	-4.8428774e-08	0.13798434	0.08405572	-0.0035864525	0.1844978	0.4025464	0.838	1.0	2824.0595767498016
177	-2.1166666	1.0853827	0.0	-8.0	50.0	-0.07634837	0.014670205	0.12531719	-0.1323112	2136000	5.7742e-08	0.24539444	0.09035028	-0.003353037	0.18407948	0.25895175	0.79575	1.0	2837.2763154506683
178	-2.2708333	1.1018844	0.0	-7.0	50.0	-0.12622757	0.02792794	0.22014686	-0.16921678	2148000	7.450581e-09	0.3051318	0.07162333	-0.008751541	0.1836751	0.14720985	0.71566665	1.0	2850.856550216675
179	-2.625	1.231953	0.0	-7.0	50.0	-0.20528555	0.07654526	0.32757276	-0.28460974	2160000	-1.3038516e-08	0.5316647	0.0701229	-0.026373744	0.18325244	0.14503044	0.71891665	1.0	2864.379914045334
180	-1.9	1.0157099	0.0	-4.0	50.0	-0.3648903	0.1165635	0.3572609	-0.48581603	2172000	1.9557774e-08	0.22471371	0.04944262	-0.08613761	0.18279964	0.14764112	0.7051667	1.0	2877.704946041107
181	-1.9333333	0.88254684	0.0	-4.0	50.0	-0.08046462	0.046111513	0.30501893	-0.13392445	2184000	3.6903657e-08	0.121908054	0.043066174	-0.00040439516	0.18235953	0.12333149	0.697	1.0	2890.894354581833
182	-1.7875	0.9490401	0.0	-4.0	50.0	-0.07260327	0.03206272	0.101141214	-0.10547018	2196000	-4.5169145e-08	0.11042445	0.03499355	-0.00032999367	0.1819547	0.13048354	0.6964167	1.0	2903.663375854492
183	-1.8	0.9046178	0.0	-4.0	50.0	-0.05742155	0.025812097	0.13643372	-0.08743358	2208000	-2.2468157e-08	0.109345175	0.035084605	-4.0542334e-05	0.18159196	0.11943204	0.679	2.0	2916.560874938965
184	-1.7916666	0.9695002	0.0	-4.0	50.0	-0.057437632	0.025450459	0.11498812	-0.08761534	2220000	-2.0954758e-08	0.112188764	0.059778176	-3.597513e-05	0.18095951	0.24652831	0.783	1.0	2929.736751317978
185	-1.8125	0.94991773	0.0	-3.0	50.0	-0.061933074	0.02459344	0.090386644	-0.08682345	2232000	-1.0244548e-08	0.11335689	0.060585268	-8.041039e-05	0.1806763	0.20286816	0.75958335	1.0	2942.9703171253204
186	-1.9625	1.065877	0.0	-6.0	50.0	-0.055195443	0.032418195	0.16155529	-0.08645463	2244000	-2.3981556e-08	0.18170106	0.12411253	-0.0028620958	0.18040861	0.48995686	0.8546667	2.0	2956.0951585769653
187	-1.825	0.91435313	0.0	-3.0	50.0	-0.10576661	0.032360196	0.076814905	-0.153244	2256000	-5.2154064e-08	0.11218996	0.11425242	-0.0031318702	0.17982852	0.91983294	0.9015	1.0	2968.9708275794983
188	-1.9958333	0.9420629	0.0	-4.0	50.0	-0.059405163	0.043197885	0.15072435	-0.13843876	2268000	-4.551839e-08	0.15042102	0.1583075	-0.0026443973	0.17956951	0.7456644	0.88558334	1.0	2981.960406780243
189	-5.2541666	3.7646914	0.0	-25.0	50.0	-0.086906515	0.07310329	0.12061681	-0.21883033	2280000	6.193295e-08	7.5897474	0.104188606	-3.3246322	0.17931077	0.21268183	0.7676667	1.0	2994.9476416110992
190	-3.6708333	2.3282645	0.0	-15.0	50.0	-1.4875739	0.88018936	1.3881868	-3.2140913	2292000	8.381903e-09	2.3535624	0.21012309	-0.60998267	0.17902073	0.76352024	0.89241666	1.0	3007.9300966262817
191	-1.95	0.9385272	0.0	-4.0	50.0	-0.6575961	0.45418757	0.1665045	-2.944828	2304000	-1.4994293e-07	0.58098394	0.22354028	-0.45563266	0.17870483	0.6547696	0.8818333	1.0	3021.1958820819855
192	-1.9	0.9073772	0.0	-6.0	50.0	-0.07251514	0.06441046	0.13712431	-0.51730436	2316000	-1.8626451e-08	0.13537171	0.14735776	-0.022757646	0.17841984	0.60906327	0.872	1.0	3034.5060362815857
193	-3.1416667	1.8854524	0.0	-12.0	50.0	-0.036087614	0.16789107	0.2211527	-2.4884198	2328000	-5.029142e-08	1.2974236	0.12361094	-0.3516036	0.1781197	0.33125296	0.82166666	1.0	3048.1496484279633
194	-2.1416667	1.0824034	0.0	-6.0	50.0	-0.607372	0.2955673	-0.21747822	-3.343229	2340000	4.4237822e-08	0.41913208	0.1348215	-0.22310221	0.17780477	0.5395905	0.86	1.0	3061.8259913921356
195	-1.8666667	0.97837734	0.0	-4.0	50.0	-0.1837548	0.19706371	0.05256237	-2.9154458	2352000	2.2351742e-08	0.11032486	0.08970024	-0.014801171	0.1774845	0.30529484	0.809	1.0	3075.190056324005
196	-1.9416667	0.8971792	0.0	-4.0	50.0	-0.0906778	0.18840145	0.1292086	-2.6277049	2364000	-1.7695129e-08	0.08657808	0.04627876	-0.0016183443	0.17716931	0.13560566	0.7075	1.0	3088.5398972034454
197	-1.975	1.0203145	0.0	-4.0	50.0	-0.07742125	0.19493026	0.13114232	-2.6504807	2376000	-5.8673322e-08	0.10634648	0.085714	-0.0014203377	0.17687972	0.3009101	0.80383337	2.0	3102.3962256908417
198	-1.8875	0.93977505	0.0	-4.0	50.0	-0.06580977	0.20869921	0.13644364	-2.757711	2388000	-3.5157427e-08	0.08655146	0.10097884	-0.00065828115	0.17630073	0.3621045	0.8283334	1.0	3115.3297262191772
199	-1.9875	1.1235408	0.0	-6.0	50.0	-0.06108125	0.1903488	0.12601216	-2.7021234	2400000	-3.5390258e-08	0.20292735	0.06362979	-0.011119641	0.17600723	0.1417755	0.72325003	1.0	3128.1502878665924
